,id,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
37,AS14.01,34 days 00:00:00.000000000,0.11844324271273599,5.749033195020748,33.12785869565218,42.94320833333333,15.21738888888889,78.247,30.796000000000003,15.148750000000001,45.81879090909093,115.33007142857143,,19.171703703703702,,1.0,0.2,0.0,6.0,90.38897895812988,
38,AS14.01,35 days 00:00:00.000000000,0.10191661063822345,16.428859090909093,33.756858536585355,46.323310344827576,13.040894736842105,,90.48100000000001,23.54526086956522,64.69418867924529,,,21.3356875,,1.0,0.3333333333333333,0.6666666666666666,6.5,94.50668584034509,
39,AS14.01,36 days 00:00:00.000000000,0.04923847270844107,9.17574703557313,46.42470096463021,49.75503846153846,25.41133333333333,,,14.26013333333333,44.4259295774648,19.082,,14.059384615384614,,1.0,-1.2,0.0,6.4,79.8575932863933,
40,AS14.01,37 days 00:00:00.000000000,0.12668931120732582,10.197026041666666,44.566081300813,96.5766875,,,,22.100125000000002,71.93782758620691,22.60585714285714,,9.899384615384616,,1.0,0.2,0.4,6.2,80.38578571437245,1.0
41,AS14.01,38 days 00:00:00.000000000,0.11900230220344549,163.00204301075263,37.70818,76.369,,,,11.590428571428571,45.401,31.32416666666667,,13.217333333333334,,,-0.4,0.6,6.8,53.022714285623465,
42,AS14.01,39 days 00:00:00.000000000,0.06440779944246812,33.94523880597015,47.939185714285735,93.607,,57.203,,19.853333333333335,64.29199999999999,,,9.2498,,1.0,-0.75,0.5,6.5,82.05848351415696,
43,AS14.01,40 days 00:00:00.000000000,0.05067062117431789,7.079213740458013,57.01562015503877,74.52016666666667,9.2256,,17.107,21.293499999999998,61.47575,60.247,,51.45275000000001,,1.0,-0.6666666666666666,0.25,6.5,80.70804098199623,
44,AS14.01,41 days 00:00:00.000000000,0.07532705826134849,5.685917197452228,49.106492227979274,165.07042857142855,6.377,,,29.930571428571422,59.00268888888889,,,18.0715,,1.0,-0.4,0.3333333333333333,6.6,71.2317547258341,
45,AS14.01,42 days 00:00:00.000000000,0.12038411453232874,9.582555555555558,38.13009876543209,78.3975,,,,43.33175,44.161718750000006,,,115.4718,,1.0,-0.8,1.0,7.4,67.4541741342687,
46,AS14.01,43 days 00:00:00.000000000,0.07896310519489107,6.6855607476635495,65.08548,154.90775000000005,,1.0590000000000002,23.195,13.489875000000001,39.157233333333345,,,25.17913333333333,,1.0,-0.4,0.8,7.4,101.0445543398028,
47,AS14.01,44 days 00:00:00.000000000,0.07998620207306051,24.06450714285714,27.575140495867785,123.50862500000001,15.682166666666667,,,8.575333333333335,45.90823076923077,34.234,,23.849777777777778,,,-1.2,0.8,7.0,85.58411382271994,
48,AS14.01,45 days 00:00:00.000000000,0.07224906147031818,5.600851851851849,143.37136956521735,182.20683333333332,,,,11.290428571428572,44.072,5.031000000000001,,14.095679999999998,,,-0.75,0.75,7.25,250.01721278657294,
49,AS14.01,46 days 00:00:00.000000000,0.014021328954370723,6.301619718309858,47.68673913043477,62.348,9.157,,,8.564454545454545,17.251,,,,,,-1.25,1.0,8.0,57.30717140606473,
50,AS14.01,47 days 00:00:00.000000000,0.08388731446988419,5.463528409090909,51.478444444444456,216.05365517241378,14.887166666666667,,,12.091333333333337,162.3325,14.552000000000001,,34.00048275862069,,1.0,-1.2,0.6,7.2,138.3495999941459,1.0
51,AS14.01,48 days 00:00:00.000000000,0.09011215278072525,6.735679324894513,40.681248366013065,49.711684210526315,4.347666666666666,,,18.4025,100.64113636363639,8.363,,19.98521428571428,,1.0,0.0,0.8,6.4,101.38226118194527,1.0
52,AS14.01,49 days 00:00:00.000000000,0.11611033612712218,6.198744966442954,36.9644,23.707444444444448,,,,6.797333333333332,65.96041379310346,,,22.3587,,,0.75,0.5,7.2,75.89378787243007,1.0
53,AS14.01,50 days 00:00:00.000000000,0.05691785667209682,4.8867345132743365,108.74622935779814,28.448200000000003,,,,10.752600000000001,70.2382,,,16.572666666666667,,1.0,-0.4,0.6,6.6,150.18480000734337,
54,AS14.01,51 days 00:00:00.000000000,0.09403300669497609,13.583197080291969,65.14215853658536,86.03933333333333,17.023285714285713,,,6.826999999999999,199.3922,21.29133333333333,,22.17,,1.0,-0.8,0.8,6.8,156.86894185598499,
55,AS14.01,52 days 00:00:00.000000000,0.09943191172384026,7.630564516129029,35.43194805194805,78.21233333333333,15.938166666666667,29.084,,6.2964,36.06109090909091,64.445,,33.97733333333334,,1.0,-0.2,1.0,7.8,162.1127804953878,
56,AS14.01,53 days 00:00:00.000000000,0.07481624304311597,6.144424657534247,57.29567816091953,60.62433333333333,5.303000000000001,,,6.8404,93.23924999999997,,,12.1035,,1.0,-0.25,0.75,7.25,93.74739326252029,1.0
57,AS14.01,54 days 00:00:00.000000000,0.10204105896824717,33.41972815533979,43.57276086956523,18.720000000000002,11.088666666666667,,,11.609799999999998,61.281714285714294,22.759333333333334,,21.088199999999997,,1.0,-0.25,1.0,7.6,64.96594913935257,
58,AS14.01,55 days 00:00:00.000000000,0.09192955182229205,12.092644808743177,46.75272839506176,39.32203571428572,6.408833333333334,,,10.526666666666666,67.74038095238095,,,20.153095238095236,,1.0,0.2,1.0,7.4,84.64628414899272,
59,AS14.01,56 days 00:00:00.000000000,0.04598568913376553,7.963676056338031,54.1119515151515,38.60300000000001,6.0169999999999995,,,7.066333333333334,43.88316666666666,,,22.449454545454543,,1.0,0.2,1.0,7.6,96.90226666291557,
60,AS14.01,57 days 00:00:00.000000000,0.0509029881940343,9.646519736842098,64.61422000000002,103.83662790697673,41.9874,,,7.98325,76.81531428571428,17.061333333333334,,23.103129032258067,,1.0,-0.4,1.0,7.6,206.41568224452377,
61,AS14.01,58 days 00:00:00.000000000,0.10906106363682745,6.289330769230768,51.261577464788736,50.064,7.023666666666666,,,11.474499999999999,96.85626086956522,21.105333333333334,,20.469058823529412,,1.0,-0.2,0.8,7.2,99.1059716288925,1.0
62,AS14.01,59 days 00:00:00.000000000,0.21424877162423497,8.73251515151515,59.7176046511628,125.556,6.816750000000001,,,9.241,789.459,23.538650000000008,3.148,15.036333333333332,,1.0,-0.2,1.0,7.6,221.17169999054497,1.0
63,AS14.01,60 days 00:00:00.000000000,0.030478923798963695,15.747731707317069,50.656208333333325,137.29281818181818,,,,105.66839999999999,13.735000000000001,,,10.056333333333333,,,0.0,1.0,7.5,107.5577735855895,
64,AS14.01,61 days 00:00:00.000000000,0.0196753225383989,11.508780701754384,55.26320000000001,110.60271428571427,51.69477777777778,,,12.097333333333331,201.99441666666667,,,17.281499999999998,,1.0,-0.8,0.8,7.6,121.43629213129535,
65,AS14.01,62 days 00:00:00.000000000,0.10275824852950448,38.05692805755397,48.53981012658227,65.10554166666668,,166.6525,,8.094399999999998,102.87125,20.991,,21.601894736842105,,,-0.25,1.0,7.0,77.1891372460945,
66,AS14.01,63 days 00:00:00.000000000,0.1510514590407472,7.160703389830509,34.14055769230769,33.65746666666667,62.503666666666675,,,23.222875000000002,9.907333333333334,17.049875,,22.458999999999996,,1.0,-0.4,0.75,7.8,79.78786955709045,
67,AS14.01,64 days 00:00:00.000000000,0.03706526814765703,9.380565,40.75328358208957,58.85825,29.35786666666666,,28.098000000000003,7.405,144.67476470588238,,,17.971266666666665,,1.0,-0.4,1.0,8.0,81.24058637943568,1.0
68,AS14.01,65 days 00:00:00.000000000,0.07734101929677568,6.6286333333333305,58.2788088235294,58.814666666666675,34.508,,,6.4886,45.36858823529411,,,5.541499999999999,,,-0.2,1.0,7.6,120.7081520061493,
69,AS14.01,66 days 00:00:00.000000000,0.07174088489517204,9.657141025641023,74.42255737704915,125.54318181818184,37.039125,,,8.1138,22.84466666666667,143.631,30.101999999999997,31.401249999999997,,,-0.2,1.0,8.0,109.1471466763814,1.0
70,AS14.01,67 days 00:00:00.000000000,0.13619180837703834,18.509873684210522,52.838890625000005,154.73433333333335,,,,7.105000000000001,98.93540000000002,,,,,,-0.5,1.0,8.0,92.01867186650632,
99,AS14.02,0 days 00:00:00.000000000,,24.616626262626266,47.042223880597014,88.39200000000001,,,,21.47926315789473,10.681823529411766,,,,,1.0,0.0,0.0,6.333333333333333,39.221015996933005,1.0
100,AS14.02,1 days 00:00:00.000000000,0.16806841495032573,9.313234848484845,47.5591157894737,502.2356,,,,12.962374999999998,10.3028,,,,,1.0,0.5,0.5,6.75,76.38924061086837,
101,AS14.02,2 days 00:00:00.000000000,0.2194843842554376,18.21343356643356,33.051100840336126,29.647666666666666,,,,17.744400000000002,11.177052631578945,,,,,1.0,0.6,0.8,8.2,27.51506708162587,1.0
102,AS14.02,3 days 00:00:00.000000000,0.31563175685064315,11.430573529411765,32.87327848101265,16.344916666666663,,,,17.589333333333332,9.562999999999999,17.723906249999995,,,,1.0,0.4,0.4,6.8,49.5924666679267,1.0
103,AS14.02,4 days 00:00:00.000000000,0.23902496021034733,12.013358108108111,31.68192647058823,14.818000000000001,,,,10.857125,14.622000000000002,,,,,1.0,-0.5,0.75,7.25,34.3333385929348,1.0
104,AS14.02,5 days 00:00:00.000000000,0.2896279249001075,12.459793296089394,44.663218750000006,153.20133333333334,,,,9.486,16.167541666666665,24.571999999999996,,,,1.0,-0.75,0.75,7.5,75.37737161565468,1.0
105,AS14.02,6 days 00:00:00.000000000,0.44604368683290135,9.019934579439248,21.791247058823537,36.828388888888895,,,,10.801,10.754394736842105,20.01582051282051,,,,1.0,-1.0,-0.5,6.5,35.13686112452438,1.0
106,AS14.02,7 days 00:00:00.000000000,0.2696971570335323,7.645350427350427,36.79797999999999,22.829294117647056,,,,15.466249999999999,19.110444444444443,23.833754716981133,,,,1.0,-1.0,0.0,6.25,32.11721277067848,1.0
107,AS14.02,8 days 00:00:00.000000000,0.15612466250149995,12.061752808988768,48.58356451612903,48.36481818181817,,,,16.3616,17.907769230769233,,,,,1.0,0.2,-0.2,6.4,22.493081296362522,
108,AS14.02,9 days 00:00:00.000000000,0.23051365485645378,17.115432926829268,38.20206849315068,91.91779999999999,,,,10.075,11.419,,,,,1.0,-1.25,0.75,7.75,27.76879041923021,
109,AS14.02,10 days 00:00:00.000000000,0.29395346240584214,13.463131782945739,36.19784285714286,30.685799999999993,,,,8.39,42.216837837837836,,,,,1.0,-1.2,0.4,7.2,38.41537975208668,
110,AS14.02,11 days 00:00:00.000000000,0.22884900892215096,18.73656198347107,32.93453846153848,40.89841666666667,,,,60.98775,10.17075,,,4.4775333333333345,,1.0,0.0,0.5,7.25,33.02862642962358,
111,AS14.02,12 days 00:00:00.000000000,0.2615983280781396,9.751064814814814,18.86556060606061,33.697142857142865,,,,12.5669,66.27353658536587,,,,,1.0,-0.6,0.6,6.8,26.463873327573143,1.0
112,AS14.02,13 days 00:00:00.000000000,0.4324693550603951,108.85174999999997,52.231439024390234,265.817,,,,13.210249999999998,40.29646153846154,15.676374999999998,,,,1.0,-0.75,0.25,7.25,31.00875350455164,
113,AS14.02,14 days 00:00:00.000000000,0.24188730879396783,8.049864583333335,32.672235294117655,53.274750000000004,,,,7.548533333333334,21.526733333333333,,,,,1.0,-1.0,0.75,7.0,34.84107963595769,1.0
114,AS14.02,15 days 00:00:00.000000000,0.15637292366427655,8.354218309859151,28.520942528735628,29.580416666666675,,,,13.6235,127.4144375,,,,,1.0,-0.8,0.4,7.2,29.11064633654385,1.0
115,AS14.02,16 days 00:00:00.000000000,0.26196053218905446,22.6830406504065,21.682131147540986,15.395199999999999,,,,20.712555555555554,11.242411764705881,57.53333333333334,,,,1.0,-0.2,0.8,7.4,20.231521454325485,1.0
116,AS14.02,17 days 00:00:00.000000000,0.31912056179963355,13.930567375886524,31.982858695652176,72.961,,,,18.392,12.22696153846154,,,,,1.0,-0.6,-0.2,6.4,38.03219890462759,
117,AS14.02,18 days 00:00:00.000000000,0.32250583990998855,8.242201298701305,27.657161538461537,42.21438461538462,,,,11.2264,13.60233333333333,26.524500000000003,,,,1.0,-0.25,0.0,5.75,36.44010695671652,
118,AS14.02,19 days 00:00:00.000000000,0.22727035660896044,10.483074766355143,33.44566666666667,161.94559999999996,,,,14.885200000000001,17.665000000000003,,,,,1.0,-1.2,0.2,6.4,24.194503316816114,
119,AS14.02,20 days 00:00:00.000000000,0.3219197224805253,10.872705555555548,25.380868131868127,26.4828,,,,12.612125,23.51009090909091,24.2544375,,,,1.0,0.0,0.6,7.4,69.14246561666013,1.0
120,AS14.02,21 days 00:00:00.000000000,0.21520952016085246,9.448934426229506,28.472604651162786,38.686250000000015,,,,7.50275,21.75233333333334,,,,,1.0,-1.0,-1.25,4.5,41.47690907391635,
121,AS14.02,22 days 00:00:00.000000000,0.13652373439609958,15.288123711340205,59.70125396825399,81.99066666666667,,,,17.691333333333333,37.8902641509434,,,,,1.0,0.0,0.6,6.8,40.55112737758904,
122,AS14.02,23 days 00:00:00.000000000,0.261951037621564,8.585347826086952,25.176166666666663,27.639999999999993,,,,13.4434,21.939758620689652,,,,,1.0,-0.25,0.5,6.25,25.025472389408424,1.0
123,AS14.02,24 days 00:00:00.000000000,0.24720984804489024,8.97498113207547,27.506646341463398,33.012421052631574,,,,12.279399999999999,22.640076923076926,,,,,1.0,-0.5,0.25,7.25,35.76040994158441,1.0
124,AS14.02,25 days 00:00:00.000000000,0.2607506038432932,10.511709677419352,29.314376344086018,21.728875,,,,28.2428,16.67079411764706,58.345888888888894,,1.0225,,1.0,0.25,0.75,7.25,47.54084241606972,1.0
125,AS14.02,26 days 00:00:00.000000000,0.42448142730843674,10.531918367346936,24.41451041666666,24.162896551724135,,,,22.688,13.318541666666663,15.773225000000002,,,,1.0,-0.5,0.5,6.5,28.762524758235063,1.0
126,AS14.02,27 days 00:00:00.000000000,0.3783017333120428,14.613343999999994,21.36291549295775,,,,,11.015999999999998,26.198666666666664,18.109250000000003,,3.4929999999999994,,1.0,-2.0,-1.0,6.0,26.706708037940253,1.0
127,AS14.02,28 days 00:00:00.000000000,0.28982011828279997,9.461351851851848,19.888813953488366,24.768000000000004,,,,15.822400000000002,9.466999999999997,8.869222222222222,,,,1.0,-0.6,0.4,7.2,20.912221131416473,
128,AS14.02,29 days 00:00:00.000000000,0.18707405017212794,10.124649999999997,27.61328787878788,5.633647058823529,,,,7.060666666666666,18.939,,,9.387555555555558,,1.0,0.75,1.0,8.0,28.885864593088638,1.0
129,AS14.02,30 days 00:00:00.000000000,0.1736288831786874,8.188833333333335,37.159749999999995,4.9145,,,,,12.693,,,,,1.0,-0.5,0.5,7.25,38.96038891209498,1.0
130,AS14.02,31 days 00:00:00.000000000,0.3532763532763534,12.513299999999997,,,,,,,,,,,,1.0,-0.3333333333333333,0.3333333333333333,6.666666666666667,27.320999920368195,1.0
131,AS14.02,32 days 00:00:00.000000000,0.4700854700854705,2.0069999999999997,12.533666666666667,,,,,,,,,,,1.0,0.25,0.0,6.5,13.744999885559073,1.0
132,AS14.02,33 days 00:00:00.000000000,,,,,,,,,,,,,,1.0,0.0,0.0,6.5,,
133,AS14.02,34 days 00:00:00.000000000,0.5,10.09,24.113666666666663,,,,,,,,,,,1.0,-0.6666666666666666,-0.3333333333333333,5.666666666666667,93.66100001335155,
134,AS14.02,35 days 00:00:00.000000000,,,,,,,,,,,,,,1.0,-0.6666666666666666,0.0,5.0,,1.0
135,AS14.02,36 days 00:00:00.000000000,,,,,,,,,,,,,,1.0,-0.5,-0.5,5.5,,
136,AS14.02,37 days 00:00:00.000000000,0.075,,,,,,,,35.629,,,,,1.0,-1.3333333333333333,-0.3333333333333333,5.666666666666667,6.54000008106234,1.0
137,AS14.02,38 days 00:00:00.000000000,0.14285714285714302,,,,,,,,,,,,,1.0,0.0,0.5,5.5,,1.0
138,AS14.02,39 days 00:00:00.000000000,0.0344827586206897,,,,,,,,,,,,,,-0.5,-0.5,7.0,,
139,AS14.02,40 days 00:00:00.000000000,,,,,,,,,,,,,,,-1.0,1.0,9.0,,
168,AS14.03,0 days 00:00:00.000000000,,15.277727272727276,45.38786842105264,31.533900000000003,,,10.046,36.2392,,,,,,1.0,1.0,2.0,9.0,33.299080018997195,1.0
169,AS14.03,1 days 00:00:00.000000000,0.1913883086450861,12.68652631578947,13.099857142857147,53.63731506849316,,,,14.869333333333332,,24.077857142857145,,4.35,,1.0,0.8,1.0,7.8,36.7157916724682,1.0
170,AS14.03,2 days 00:00:00.000000000,0.1002466983942117,12.962526315789477,31.31504166666666,20.98061445783133,36.364000000000004,,40.4995,15.7205625,,34.425625000000004,,,44.854,1.0,-0.2,1.2,8.2,43.148179492379874,1.0
171,AS14.03,3 days 00:00:00.000000000,0.09074022242156703,13.177999999999999,36.22755555555553,33.11900847457627,15.031,,25.064999999999998,40.52461904761905,,,11.064,5.136,,1.0,-0.6,1.4,7.8,49.98436799621583,
172,AS14.03,4 days 00:00:00.000000000,0.13276828552349199,47.47704545454546,16.520227848101268,13.514160000000004,149.181,,12.825090909090909,26.726,,,47.324,9.614333333333333,,1.0,-0.4,1.2,7.8,28.29188059870877,1.0
173,AS14.03,5 days 00:00:00.000000000,0.09115320114030408,5.649476190476191,14.713511363636355,25.331967741935486,29.047,,5.171,10.382857142857144,,6.42,3.8245,,,1.0,0.5,1.0,8.25,31.6347380857619,
174,AS14.03,6 days 00:00:00.000000000,0.10319575369873081,21.011999999999997,15.026806451612908,19.45596470588236,,,6.7185,10.005333333333333,,,,8.745000000000001,,1.0,0.25,0.5,7.75,36.80485395099338,1.0
175,AS14.03,7 days 00:00:00.000000000,0.10467928797906652,25.229636363636363,13.251816901408448,37.66057303370785,,,15.402000000000001,17.598285714285716,,,31.8935,7.045,,1.0,-0.5,1.5,8.0,28.764973435781698,
176,AS14.03,8 days 00:00:00.000000000,0.16337733775865063,9.655,7.6464,40.79400000000001,49.371,,,10.442499999999999,,,,,,,-0.2,1.6,8.6,43.488288471331984,1.0
177,AS14.03,9 days 00:00:00.000000000,0.16465071526667882,3.21725,15.687474358974363,29.140199999999993,,,26.284000000000002,15.504499999999998,,,35.266999999999996,,15.977500000000001,1.0,-0.2,1.0,8.4,34.98744117044936,
178,AS14.03,10 days 00:00:00.000000000,0.08363358459550868,39.326846153846155,53.81323170731704,19.993741176470593,25.83033333333334,,,7.056142857142858,,,,5.16,,1.0,0.4,0.6,7.4,76.40848780453688,1.0
179,AS14.03,11 days 00:00:00.000000000,0.097414340146311,49.42390909090909,12.064372881355931,31.893215686274505,58.641000000000005,,15.622499999999999,12.702124999999999,,,,,,1.0,0.4,0.4,7.6,36.429477266289965,
180,AS14.03,12 days 00:00:00.000000000,0.07868813828691651,32.853769230769224,13.02473015873016,33.58481355932202,21.813,,4.6747499999999995,9.8842,,27.072499999999998,,,,1.0,0.2,0.6,7.4,32.34846154543071,
181,AS14.03,13 days 00:00:00.000000000,0.08363645439998374,1399.054714285714,11.23252459016393,38.057454545454554,9.012875000000001,,,10.137444444444446,,,20.192,14.598500000000001,,1.0,0.0,1.0,7.8,28.552419750778764,
182,AS14.03,14 days 00:00:00.000000000,0.0871065604162596,20.569766666666666,26.803033333333328,24.93754545454545,47.284,,6.162999999999999,56.416875000000005,,,315.509,,,,0.2,1.4,7.8,41.96680517939777,1.0
183,AS14.03,15 days 00:00:00.000000000,0.11442793762963628,9.742925925925924,16.573194029850747,40.99667857142857,,,35.49533333333334,10.143666666666666,,9.848,,,,1.0,1.2,1.0,7.6,40.55433683144415,
184,AS14.03,16 days 00:00:00.000000000,0.07677201548523707,3.6876666666666664,28.09011538461539,54.28461538461539,,,,170.76549999999997,,,23.094,,,,0.2,0.8,6.8,91.34165149385286,
185,AS14.03,17 days 00:00:00.000000000,0.14406393678902962,28.381476190476185,24.825624999999995,36.4320579710145,17.639400000000002,,31.17025,8.009111111111112,,,27.587999999999997,,,1.0,0.2,1.0,7.4,54.14672042733879,
186,AS14.03,18 days 00:00:00.000000000,0.1038308889653645,45.97526315789474,11.582440677966101,20.117492307692302,27.089000000000002,,1494.864,7.0912999999999995,,,11.128,,,1.0,0.4,1.2,7.4,53.284428570951775,1.0
187,AS14.03,19 days 00:00:00.000000000,0.0921222333052219,7.9476666666666675,10.912357142857141,17.89745454545455,15.8675,,5.423333333333333,5.724615384615386,,,25.127,,,,0.6,1.0,7.8,19.92946067017115,
188,AS14.03,20 days 00:00:00.000000000,0.1080663991151945,51.844500000000004,21.178321428571437,47.05640677966102,,,5.2170000000000005,9.509200000000002,13.22,,2239.937,,,,0.4,1.0,7.4,77.12374726756585,1.0
189,AS14.03,21 days 00:00:00.000000000,0.12018808327176551,17.026500000000002,19.527563218390803,55.865875,17.149,,4.58,29.50766666666667,,,28.343000000000004,4.513,,,0.2,1.0,7.6,55.37689999209513,
190,AS14.03,22 days 00:00:00.000000000,0.12703734227128452,1145.7093529411761,15.309866666666666,354.55076470588233,,,,97.49790909090908,,,21.096,9.33,,1.0,0.3333333333333333,1.0,7.666666666666667,56.654954530976035,
191,AS14.03,23 days 00:00:00.000000000,0.07813754216620178,173.93262500000003,54.3420909090909,43.48559459459458,,,35.76422222222223,333.4851538461538,,,,,,1.0,0.2,1.0,7.4,106.19935614768771,1.0
192,AS14.03,24 days 00:00:00.000000000,0.09289626571780712,45.201950000000004,70.02386274509803,18.59143548387096,28.19,,8.073,9.668000000000001,5.909285714285715,,11.225999999999999,17.303,,,0.0,0.8,7.0,52.227740744013815,1.0
193,AS14.03,25 days 00:00:00.000000000,0.11955499852139127,15.793478260869563,23.8861914893617,33.03646428571427,,,6.025,12.529375,,,12.082,,,1.0,0.2,0.8,7.6,31.2187795132164,
194,AS14.03,26 days 00:00:00.000000000,0.1147681692149471,8.42203448275862,23.45646774193549,41.44123809523809,18.113,,16.593,11.691999999999998,,,19.113999999999997,7.662000000000001,,1.0,0.8,1.0,8.0,52.29967647206548,
195,AS14.03,27 days 00:00:00.000000000,0.14085924635236632,50.45444444444446,17.50671794871795,13.80696428571429,86.288,,,7.595272727272728,,,101.287,15.6655,,1.0,0.25,0.75,7.25,32.30003871148632,1.0
196,AS14.03,28 days 00:00:00.000000000,0.07387608289940913,47.339945945945956,41.59010344827586,72.95927118644067,,,26.26342857142857,4.2983636363636375,,,9.1335,7.954,,1.0,0.0,1.0,7.5,65.14309375484781,
197,AS14.03,29 days 00:00:00.000000000,0.20822977708940202,8.401714285714286,36.09965625,2.151774193548387,,,,10.698800000000002,,17.2585,,,,1.0,0.6,0.8,7.8,30.039958337942753,1.0
198,AS14.03,30 days 00:00:00.000000000,0.1468526372239469,18.136,16.566433333333336,14.697000000000001,,,,9.822199999999999,,13.3085,112.58000000000001,,,1.0,0.25,1.0,7.5,33.549298070944275,1.0
199,AS14.03,31 days 00:00:00.000000000,0.02084580503077148,144.612,26.904000000000003,78.75537254901961,23.194000000000003,,,186.81077777777773,,55.739666666666665,,5.461,,1.0,0.2,1.0,7.4,150.49845001101508,
200,AS14.03,32 days 00:00:00.000000000,0.09285561446082309,6.636526315789474,29.13712903225807,35.49068181818183,,,13.182666666666668,7.349099999999998,,,23.108,,,,0.4,0.8,7.6,37.163734045434495,
201,AS14.03,33 days 00:00:00.000000000,0.12038971933691188,9.6916,18.968743589743582,25.19728421052633,79.5615,,,9.7545,,,24.156,,,,0.6,0.8,7.0,39.92923364238205,1.0
202,AS14.03,34 days 00:00:00.000000000,0.10600109223606824,9.639583333333333,42.01702985074626,19.641651685393256,26.177,,,17.668222222222223,,,17.439,,,,-0.2,1.0,7.4,49.93473469724461,
203,AS14.03,35 days 00:00:00.000000000,0.10616761822048393,8.424800000000001,89.12332584269662,33.66617171717172,10.825750000000001,,59.49933333333334,11.524799999999997,,,27.250500000000002,10.174,,,-1.0,1.0,7.5,106.50705882147243,
204,AS14.03,36 days 00:00:00.000000000,0.2691422503343846,26.07594117647059,45.11092307692308,39.66713043478261,,,,6.003066666666667,2.7792857142857144,,,,,1.0,-0.25,1.0,7.5,53.677753837292016,1.0
205,AS14.03,37 days 00:00:00.000000000,0.06555207175889924,4.47,22.46725641025641,110.17941791044775,,,,121.7142,,60.10355555555556,18.78333333333333,,,,-1.4,1.0,7.6,66.9738860643363,
206,AS14.03,38 days 00:00:00.000000000,0.08262849034113322,7.3880625,33.55517647058824,38.86135555555557,14.0585,,,7.953333333333333,2.6253333333333333,,8.246,6.619,,1.0,-1.4,1.0,7.0,31.450654205874862,
207,AS14.03,39 days 00:00:00.000000000,0.1186958482249048,10.3895,19.484923913043485,10.716202127659573,34.24957142857143,,6.506,8.331124999999998,,,13.057,,,,-0.6,1.0,7.2,32.19223683131369,
208,AS14.03,40 days 00:00:00.000000000,0.0896922408290305,19.108800000000002,27.407279411764705,30.40445454545454,,,,12.17242857142857,,,20.75,8.135,,,-1.2,1.0,7.0,50.592259248097726,
